WOJ,WOJEWÓDZTWO,imie,PŁEĆ,LICZBA_WYSTĄPIEŃ
26,ŚWIĘTOKRZYSKIE,MARCELINA,KOBIETA,66
26,ŚWIĘTOKRZYSKIE,AMELIA,KOBIETA,61
26,ŚWIĘTOKRZYSKIE,KORNELIA,KOBIETA,59
26,ŚWIĘTOKRZYSKIE,NATALIA,KOBIETA,58
26,ŚWIĘTOKRZYSKIE,NELA,KOBIETA,58
26,ŚWIĘTOKRZYSKIE,NADIA,KOBIETA,53
26,ŚWIĘTOKRZYSKIE,WIKTORIA,KOBIETA,51
26,ŚWIĘTOKRZYSKIE,EMILIA,KOBIETA,50
26,ŚWIĘTOKRZYSKIE,ALEKSANDRA,KOBIETA,45
26,ŚWIĘTOKRZYSKIE,BLANKA,KOBIETA,41
26,ŚWIĘTOKRZYSKIE,ŁUCJA,KOBIETA,41
26,ŚWIĘTOKRZYSKIE,ANNA,KOBIETA,38
26,ŚWIĘTOKRZYSKIE,ROZALIA,KOBIETA,38
26,ŚWIĘTOKRZYSKIE,HELENA,KOBIETA,38
26,ŚWIĘTOKRZYSKIE,KAJA,KOBIETA,35
26,ŚWIĘTOKRZYSKIE,AURELIA,KOBIETA,31
26,ŚWIĘTOKRZYSKIE,NIKOLA,KOBIETA,31
26,ŚWIĘTOKRZYSKIE,ANIELA,KOBIETA,27
26,ŚWIĘTOKRZYSKIE,ADRIANNA,KOBIETA,25
26,ŚWIĘTOKRZYSKIE,RÓŻA,KOBIETA,25
26,ŚWIĘTOKRZYSKIE,MIA,KOBIETA,22
26,ŚWIĘTOKRZYSKIE,BARBARA,KOBIETA,22
26,ŚWIĘTOKRZYSKIE,SARA,KOBIETA,21
26,ŚWIĘTOKRZYSKIE,LIWIA,KOBIETA,21
26,ŚWIĘTOKRZYSKIE,WERONIKA,KOBIETA,21
26,ŚWIĘTOKRZYSKIE,JAŚMINA,KOBIETA,21
26,ŚWIĘTOKRZYSKIE,ANASTAZJA,KOBIETA,20
26,ŚWIĘTOKRZYSKIE,JAGODA,KOBIETA,20
26,ŚWIĘTOKRZYSKIE,LILIANNA,KOBIETA,16
26,ŚWIĘTOKRZYSKIE,NEL,KOBIETA,13
26,ŚWIĘTOKRZYSKIE,MAGDALENA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,ELIZA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,NINA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,MARIANNA,KOBIETA,12
26,ŚWIĘTOKRZYSKIE,IZABELA,KOBIETA,11
26,ŚWIĘTOKRZYSKIE,MATYLDA,KOBIETA,10
26,ŚWIĘTOKRZYSKIE,MILENA,KOBIETA,10
26,ŚWIĘTOKRZYSKIE,APOLONIA,KOBIETA,10
26,ŚWIĘTOKRZYSKIE,EWA,KOBIETA,10
26,ŚWIĘTOKRZYSKIE,JADWIGA,KOBIETA,8
26,ŚWIĘTOKRZYSKIE,KALINA,KOBIETA,8
26,ŚWIĘTOKRZYSKIE,KLAUDIA,KOBIETA,8
26,ŚWIĘTOKRZYSKIE,KINGA,KOBIETA,8
26,ŚWIĘTOKRZYSKIE,ZOJA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,LIDIA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,BIANKA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,JOANNA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,AGATA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,GAJA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,KATARZYNA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,IDA,KOBIETA,7
26,ŚWIĘTOKRZYSKIE,MELANIA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,OLGA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,WANDA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,SOFIA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,ELENA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,ADA,KOBIETA,6
26,ŚWIĘTOKRZYSKIE,LARA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,MARTA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,DIANA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,DOROTA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,KAROLINA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,LILIA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,MAYA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,EMMA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,SANDRA,KOBIETA,5
26,ŚWIĘTOKRZYSKIE,MAŁGORZATA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,DARIA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,DOMINIKA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,URSZULA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,STEFANIA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,AURORA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,JANINA,KOBIETA,4
26,ŚWIĘTOKRZYSKIE,EVELINA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,JAGNA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,MELISA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,RITA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,JÓZEFINA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,LILI,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,INGA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,ADELINA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,ARIANA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,GLORIA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,EMILIIA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,OLIVIA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,SONIA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,STELLA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,FLORENTYNA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,MARTYNA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,MALWINA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,MARIKA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,LILA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,KLEMENTYNA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,FELICJA,KOBIETA,3
26,ŚWIĘTOKRZYSKIE,NOELIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,TOLA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ANTONIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ANETA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ZUZA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,MALINA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,MILANA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,VERONIKA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ADRIANA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,LUIZA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,YEVA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ARIELA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,VICTORIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ZOE,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,SOPHIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,SELENA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,CECYLIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,MILA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,LIVIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,LEA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ROKSANA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ANGELINA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,VIKTORIA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,LILLA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,MARINA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,PATRYCJA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,JUSTYNA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,VARVARA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,CARMEN,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,JULIANNA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,DOBRAWA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,EVA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,FAUSTYNA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,KIRA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,NATASZA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,LAYLA,KOBIETA,2
26,ŚWIĘTOKRZYSKIE,ELŻBIETA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,ZOFIA,KOBIETA,175
28,WARMIŃSKO-MAZURSKIE,ZUZANNA,KOBIETA,154
28,WARMIŃSKO-MAZURSKIE,HANNA,KOBIETA,154
28,WARMIŃSKO-MAZURSKIE,MAJA,KOBIETA,153
28,WARMIŃSKO-MAZURSKIE,LAURA,KOBIETA,145
28,WARMIŃSKO-MAZURSKIE,POLA,KOBIETA,134
28,WARMIŃSKO-MAZURSKIE,OLIWIA,KOBIETA,132
28,WARMIŃSKO-MAZURSKIE,MARIA,KOBIETA,115
28,WARMIŃSKO-MAZURSKIE,MARCELINA,KOBIETA,102
28,WARMIŃSKO-MAZURSKIE,LILIANA,KOBIETA,92
28,WARMIŃSKO-MAZURSKIE,JULIA,KOBIETA,90
28,WARMIŃSKO-MAZURSKIE,MICHALINA,KOBIETA,90
28,WARMIŃSKO-MAZURSKIE,ANTONINA,KOBIETA,86
28,WARMIŃSKO-MAZURSKIE,ALICJA,KOBIETA,85
28,WARMIŃSKO-MAZURSKIE,HELENA,KOBIETA,82
28,WARMIŃSKO-MAZURSKIE,IGA,KOBIETA,81
28,WARMIŃSKO-MAZURSKIE,LENA,KOBIETA,77
28,WARMIŃSKO-MAZURSKIE,KLARA,KOBIETA,74
28,WARMIŃSKO-MAZURSKIE,NELA,KOBIETA,72
28,WARMIŃSKO-MAZURSKIE,AMELIA,KOBIETA,72
28,WARMIŃSKO-MAZURSKIE,WIKTORIA,KOBIETA,71
28,WARMIŃSKO-MAZURSKIE,ŁUCJA,KOBIETA,66
28,WARMIŃSKO-MAZURSKIE,GABRIELA,KOBIETA,64
28,WARMIŃSKO-MAZURSKIE,NADIA,KOBIETA,63
28,WARMIŃSKO-MAZURSKIE,ALEKSANDRA,KOBIETA,63
28,WARMIŃSKO-MAZURSKIE,KORNELIA,KOBIETA,60
28,WARMIŃSKO-MAZURSKIE,KAJA,KOBIETA,50
28,WARMIŃSKO-MAZURSKIE,BLANKA,KOBIETA,50
28,WARMIŃSKO-MAZURSKIE,LILIANNA,KOBIETA,48
28,WARMIŃSKO-MAZURSKIE,ROZALIA,KOBIETA,44
28,WARMIŃSKO-MAZURSKIE,ANNA,KOBIETA,43
28,WARMIŃSKO-MAZURSKIE,ANASTAZJA,KOBIETA,43
28,WARMIŃSKO-MAZURSKIE,RÓŻA,KOBIETA,41
28,WARMIŃSKO-MAZURSKIE,MIA,KOBIETA,40
28,WARMIŃSKO-MAZURSKIE,EMILIA,KOBIETA,38
28,WARMIŃSKO-MAZURSKIE,ANIELA,KOBIETA,37
28,WARMIŃSKO-MAZURSKIE,AURELIA,KOBIETA,35
28,WARMIŃSKO-MAZURSKIE,ADRIANNA,KOBIETA,29
28,WARMIŃSKO-MAZURSKIE,LIWIA,KOBIETA,29
28,WARMIŃSKO-MAZURSKIE,JAGODA,KOBIETA,28
28,WARMIŃSKO-MAZURSKIE,BARBARA,KOBIETA,27
28,WARMIŃSKO-MAZURSKIE,SARA,KOBIETA,27
28,WARMIŃSKO-MAZURSKIE,WERONIKA,KOBIETA,26
28,WARMIŃSKO-MAZURSKIE,NINA,KOBIETA,26
28,WARMIŃSKO-MAZURSKIE,NIKOLA,KOBIETA,25
28,WARMIŃSKO-MAZURSKIE,JAŚMINA,KOBIETA,24
28,WARMIŃSKO-MAZURSKIE,MARIANNA,KOBIETA,23
28,WARMIŃSKO-MAZURSKIE,MILENA,KOBIETA,23
28,WARMIŃSKO-MAZURSKIE,LIDIA,KOBIETA,22
28,WARMIŃSKO-MAZURSKIE,NATALIA,KOBIETA,22
28,WARMIŃSKO-MAZURSKIE,MATYLDA,KOBIETA,22
28,WARMIŃSKO-MAZURSKIE,ELIZA,KOBIETA,21
28,WARMIŃSKO-MAZURSKIE,SOFIA,KOBIETA,19
28,WARMIŃSKO-MAZURSKIE,AGATA,KOBIETA,18
28,WARMIŃSKO-MAZURSKIE,MELANIA,KOBIETA,18
28,WARMIŃSKO-MAZURSKIE,MAGDALENA,KOBIETA,17
28,WARMIŃSKO-MAZURSKIE,KINGA,KOBIETA,17
28,WARMIŃSKO-MAZURSKIE,ZOJA,KOBIETA,16
28,WARMIŃSKO-MAZURSKIE,KAROLINA,KOBIETA,15
28,WARMIŃSKO-MAZURSKIE,APOLONIA,KOBIETA,15
28,WARMIŃSKO-MAZURSKIE,DARIA,KOBIETA,14
28,WARMIŃSKO-MAZURSKIE,NEL,KOBIETA,14
28,WARMIŃSKO-MAZURSKIE,WANDA,KOBIETA,14
28,WARMIŃSKO-MAZURSKIE,KALINA,KOBIETA,13
28,WARMIŃSKO-MAZURSKIE,IZABELA,KOBIETA,11
28,WARMIŃSKO-MAZURSKIE,DOMINIKA,KOBIETA,11
28,WARMIŃSKO-MAZURSKIE,DIANA,KOBIETA,11
28,WARMIŃSKO-MAZURSKIE,MALWINA,KOBIETA,11
28,WARMIŃSKO-MAZURSKIE,FELICJA,KOBIETA,10
28,WARMIŃSKO-MAZURSKIE,OLIVIA,KOBIETA,10
28,WARMIŃSKO-MAZURSKIE,URSZULA,KOBIETA,10
28,WARMIŃSKO-MAZURSKIE,LILIA,KOBIETA,10
28,WARMIŃSKO-MAZURSKIE,JAGNA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,JADWIGA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,LEA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,MAŁGORZATA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,PAULINA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,BIANKA,KOBIETA,9
28,WARMIŃSKO-MAZURSKIE,ADELA,KOBIETA,8
28,WARMIŃSKO-MAZURSKIE,KLAUDIA,KOBIETA,8
28,WARMIŃSKO-MAZURSKIE,LUIZA,KOBIETA,8
28,WARMIŃSKO-MAZURSKIE,MARTYNA,KOBIETA,8
28,WARMIŃSKO-MAZURSKIE,GAJA,KOBIETA,8
28,WARMIŃSKO-MAZURSKIE,LILA,KOBIETA,8
28,WARMIŃSKO-MAZURSKIE,IDA,KOBIETA,8
28,WARMIŃSKO-MAZURSKIE,JOANNA,KOBIETA,8
28,WARMIŃSKO-MAZURSKIE,ALINA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,STEFANIA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,ELENA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,MARIKA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,OLGA,KOBIETA,7
28,WARMIŃSKO-MAZURSKIE,KATARZYNA,KOBIETA,6
28,WARMIŃSKO-MAZURSKIE,CELINA,KOBIETA,6
28,WARMIŃSKO-MAZURSKIE,OKTAWIA,KOBIETA,6
28,WARMIŃSKO-MAZURSKIE,ADA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,ANITA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,VANESSA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,ARIA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,LIVIA,KOBIETA,5
28,WARMIŃSKO-MAZURSKIE,IRENA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,LUCYNA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,DOROTA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,PATRYCJA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,ESTERA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,ELŻBIETA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,AMANDA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,SANDRA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,JULITA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,OLIMPIA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,FRANCISZKA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,LUNA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,MARTA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,MELISA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,FLORENTYNA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,VICTORIA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,EWA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,MAYA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,RITA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,LARA,KOBIETA,4
28,WARMIŃSKO-MAZURSKIE,ROKSANA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,EVELINA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,CARMEN,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,MONIKA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,KAMILA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,MILANA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,LEILA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,EWELINA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,KRYSTYNA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,TOLA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,EMMA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,GLORIA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,BOŻENA,KOBIETA,3
28,WARMIŃSKO-MAZURSKIE,LILY,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,SABRINA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,VIKTORIIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,JOWITA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,OLENA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,OTYLIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,LETYCJA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MALINA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,JULIANNA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,LIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,SYLWIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,KASANDRA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,ZOSIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,AGNIESZKA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,KONSTANCJA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,TOSIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,SOPHIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,INGA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,IZABELLA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MILA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MARCELA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,NICOLE,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,TULIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,SONIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,NAOMI,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,KLEMENTYNA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,SOLOMIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MARIETTA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,ZLATA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,VIKTORIA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,FAUSTYNA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MARLENA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,MAGDA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,JUDYTA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,ZAYA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,JASMINE,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,ARINA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,INEZ,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,STELLA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,EMILY,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,AURORA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,JÓZEFINA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,JANA,KOBIETA,2
28,WARMIŃSKO-MAZURSKIE,INKA,KOBIETA,2
30,WIELKOPOLSKIE,ZOFIA,KOBIETA,460
30,WIELKOPOLSKIE,MAJA,KOBIETA,397
30,WIELKOPOLSKIE,LAURA,KOBIETA,354
30,WIELKOPOLSKIE,ZUZANNA,KOBIETA,348
30,WIELKOPOLSKIE,POLA,KOBIETA,341
30,WIELKOPOLSKIE,HANNA,KOBIETA,326
30,WIELKOPOLSKIE,OLIWIA,KOBIETA,324
30,WIELKOPOLSKIE,ANTONINA,KOBIETA,319
30,WIELKOPOLSKIE,JULIA,KOBIETA,301
30,WIELKOPOLSKIE,HELENA,KOBIETA,286
30,WIELKOPOLSKIE,MARIA,KOBIETA,279
30,WIELKOPOLSKIE,GABRIELA,KOBIETA,278
30,WIELKOPOLSKIE,MICHALINA,KOBIETA,276
30,WIELKOPOLSKIE,IGA,KOBIETA,276
30,WIELKOPOLSKIE,KLARA,KOBIETA,244
30,WIELKOPOLSKIE,ALICJA,KOBIETA,241
30,WIELKOPOLSKIE,MARCELINA,KOBIETA,236
30,WIELKOPOLSKIE,LENA,KOBIETA,229
30,WIELKOPOLSKIE,AMELIA,KOBIETA,228
30,WIELKOPOLSKIE,EMILIA,KOBIETA,211
30,WIELKOPOLSKIE,ŁUCJA,KOBIETA,197
30,WIELKOPOLSKIE,WIKTORIA,KOBIETA,187
30,WIELKOPOLSKIE,LILIANA,KOBIETA,183
30,WIELKOPOLSKIE,BLANKA,KOBIETA,182
30,WIELKOPOLSKIE,ROZALIA,KOBIETA,172
30,WIELKOPOLSKIE,KORNELIA,KOBIETA,172
30,WIELKOPOLSKIE,LILIANNA,KOBIETA,169
30,WIELKOPOLSKIE,MIA,KOBIETA,154
30,WIELKOPOLSKIE,NELA,KOBIETA,131
30,WIELKOPOLSKIE,NADIA,KOBIETA,116
30,WIELKOPOLSKIE,ANASTAZJA,KOBIETA,113
30,WIELKOPOLSKIE,ANNA,KOBIETA,111
30,WIELKOPOLSKIE,ALEKSANDRA,KOBIETA,109
30,WIELKOPOLSKIE,JAGODA,KOBIETA,105
30,WIELKOPOLSKIE,KAJA,KOBIETA,99
30,WIELKOPOLSKIE,NINA,KOBIETA,95
30,WIELKOPOLSKIE,JAŚMINA,KOBIETA,94
30,WIELKOPOLSKIE,MARIANNA,KOBIETA,92
30,WIELKOPOLSKIE,LIWIA,KOBIETA,85
30,WIELKOPOLSKIE,RÓŻA,KOBIETA,83
30,WIELKOPOLSKIE,BARBARA,KOBIETA,82
30,WIELKOPOLSKIE,ANIELA,KOBIETA,81
30,WIELKOPOLSKIE,ZOJA,KOBIETA,80
30,WIELKOPOLSKIE,MATYLDA,KOBIETA,80
30,WIELKOPOLSKIE,WANDA,KOBIETA,74
30,WIELKOPOLSKIE,AURELIA,KOBIETA,72
30,WIELKOPOLSKIE,AGATA,KOBIETA,72
30,WIELKOPOLSKIE,WERONIKA,KOBIETA,69
30,WIELKOPOLSKIE,MARTYNA,KOBIETA,68
30,WIELKOPOLSKIE,NIKOLA,KOBIETA,67
30,WIELKOPOLSKIE,JAGNA,KOBIETA,67
30,WIELKOPOLSKIE,NATALIA,KOBIETA,66
30,WIELKOPOLSKIE,NEL,KOBIETA,65
30,WIELKOPOLSKIE,GAJA,KOBIETA,63
30,WIELKOPOLSKIE,SARA,KOBIETA,61
30,WIELKOPOLSKIE,MELANIA,KOBIETA,60
30,WIELKOPOLSKIE,SOFIA,KOBIETA,54
30,WIELKOPOLSKIE,MAGDALENA,KOBIETA,53
30,WIELKOPOLSKIE,JADWIGA,KOBIETA,48
30,WIELKOPOLSKIE,ADRIANNA,KOBIETA,47
30,WIELKOPOLSKIE,ELIZA,KOBIETA,46
30,WIELKOPOLSKIE,BIANKA,KOBIETA,46
30,WIELKOPOLSKIE,STEFANIA,KOBIETA,46
30,WIELKOPOLSKIE,URSZULA,KOBIETA,46
30,WIELKOPOLSKIE,FELICJA,KOBIETA,41
30,WIELKOPOLSKIE,DIANA,KOBIETA,40
30,WIELKOPOLSKIE,CELINA,KOBIETA,39
30,WIELKOPOLSKIE,KAROLINA,KOBIETA,38
30,WIELKOPOLSKIE,MILENA,KOBIETA,37
30,WIELKOPOLSKIE,MILANA,KOBIETA,37
30,WIELKOPOLSKIE,OLGA,KOBIETA,35
30,WIELKOPOLSKIE,SOFIIA,KOBIETA,33
30,WIELKOPOLSKIE,DOMINIKA,KOBIETA,31
30,WIELKOPOLSKIE,IZABELA,KOBIETA,31
30,WIELKOPOLSKIE,APOLONIA,KOBIETA,31
30,WIELKOPOLSKIE,EWA,KOBIETA,28
30,WIELKOPOLSKIE,IDA,KOBIETA,28
30,WIELKOPOLSKIE,MALWINA,KOBIETA,27
30,WIELKOPOLSKIE,OLIVIA,KOBIETA,27
30,WIELKOPOLSKIE,JOANNA,KOBIETA,27
30,WIELKOPOLSKIE,EMMA,KOBIETA,26
30,WIELKOPOLSKIE,MARTA,KOBIETA,25
30,WIELKOPOLSKIE,ADELINA,KOBIETA,25
30,WIELKOPOLSKIE,LILIA,KOBIETA,24
30,WIELKOPOLSKIE,LUIZA,KOBIETA,24
30,WIELKOPOLSKIE,KATARZYNA,KOBIETA,24
30,WIELKOPOLSKIE,KALINA,KOBIETA,23
30,WIELKOPOLSKIE,FLORENTYNA,KOBIETA,22
30,WIELKOPOLSKIE,ADA,KOBIETA,22
30,WIELKOPOLSKIE,PAULINA,KOBIETA,21
30,WIELKOPOLSKIE,ELENA,KOBIETA,21
30,WIELKOPOLSKIE,MAŁGORZATA,KOBIETA,21
30,WIELKOPOLSKIE,NOEMI,KOBIETA,20
30,WIELKOPOLSKIE,KINGA,KOBIETA,19
30,WIELKOPOLSKIE,RITA,KOBIETA,18
30,WIELKOPOLSKIE,ALINA,KOBIETA,18
30,WIELKOPOLSKIE,LARA,KOBIETA,17
30,WIELKOPOLSKIE,FRANCISZKA,KOBIETA,16
30,WIELKOPOLSKIE,KRYSTYNA,KOBIETA,16
